bins,mean_value
0,-0.36704540866666663
1,-0.27114523425000003
2,-0.240111033
3,-0.215535446
4,-0.191142101
5,-0.191142101
6,-0.15084480266666667
7,-0.15084480266666667
8,-0.11883451100000002
9,-0.09495278
10,-0.07352667739999999
11,-0.07352667739999999
12,-0.047400225
13,-0.023690626
14,0.0
15,0.023690626
16,0.047400225
17,0.08701780666666666
18,0.118834511
19,0.142812956
20,0.166908496
21,0.191142101
22,0.215535446
23,0.215535446
24,0.240111033
25,0.240111033
26,0.2637634364545454
27,0.2637634364545454
28,0.289903935
29,0.302504127
30,0.315171704
31,0.340722979
32,0.366586769
33,0.366586769
34,0.392793996
35,0.392793996
36,0.4169520973636364
37,0.4169520973636364
38,0.446373616
39,0.446373616
40,0.4727598306153847
41,0.501758501
42,0.515926322
43,0.5302345
44,0.559297578
45,0.589002233
46,0.589002233
47,0.6194086390000001
48,0.650583556
49,0.682601444
50,0.682601444
51,0.715545793
52,0.715545793
53,0.749510758
54,0.7846031730000002
55,0.820945045
56,0.820945045
57,0.8573160482142858
58,0.8573160482142858
59,0.8939913238000001
60,0.8939913238000001
61,0.938987334
62,0.981980567
63,1.027207628
64,1.05075692
65,1.074990526
66,1.099959936
67,1.099959936
68,1.125722444
69,1.125722444
70,1.152342057
71,1.17989059
72,1.208449001
73,1.238109014
74,1.268975128
75,1.301167112
76,1.334823138
77,1.370103771
78,1.370103771
79,1.4446603319361704
80,1.487753909
81,1.531802956
82,1.531802956
83,1.626448509
84,1.684091101
85,1.743657522
86,1.877716305764706
87,1.9641529360000003
88,2.058499317
89,2.058499317
90,2.304684113
91,2.478059282
92,2.721168735
93,2.721168735
94,3.1346245719999994
95,3.1346245719999994
96,3.1346245719999994
97,3.1346245719999994
98,3.1346245719999994
99,3.1346245719999994
100,3.1346245719999994
101,3.1346245719999994
102,3.1346245719999994
103,3.1346245719999994
104,3.1346245719999994
105,3.1346245719999994
106,3.1346245719999994
107,3.1346245719999994
108,3.1346245719999994
109,3.1346245719999994
110,3.1346245719999994
111,3.1346245719999994
112,3.1346245719999994
113,3.1346245719999994
114,3.1346245719999994
115,3.1346245719999994
116,3.1346245719999994
117,3.1346245719999994
118,3.1346245719999994
119,3.1346245719999994
120,3.1346245719999994
121,3.1346245719999994
